image,pair_id,x1,y1,x2,y2,width,height,area,x1_original,y1_original,x2_original,y2_original
0044_top_20250623_t0.jpg,1,394,496,472,606,78,110,8580,394,496,472,606
0044_top_20250623_t0.jpg,2,308,121,372,219,64,98,6272,308,121,372,219
0044_top_20250623_t0.jpg,3,142,0,193,95,51,95,4845,142,0,193,95
0044_top_20250623_t0.jpg,4,365,335,439,457,74,122,9028,365,335,439,457
0044_top_20250623_t0.jpg,5,202,422,262,552,60,130,7800,202,422,262,552
0044_top_20250623_t0.jpg,6,107,297,170,446,63,149,9387,107,297,170,446
0044_top_20250623_t0.jpg,7,164,379,210,487,46,108,4968,164,379,210,487
0044_top_20250623_t0.jpg,8,400,223,484,331,84,108,9072,400,223,484,331
0044_top_20250623_t0.jpg,9,73,255,118,378,45,123,5535,73,255,118,378
0044_top_20250623_t0.jpg,10,495,230,530,292,35,62,2170,495,230,530,292
