image,pair_id,x1,y1,x2,y2,width,height,area
bright_0002_top_20250711_t0.JPG,1,80,164,131,201,51,37,1887
bright_0002_top_20250711_t0.JPG,2,81,235,127,271,46,36,1656
bright_0002_top_20250711_t0.JPG,3,82,376,129,412,47,36,1692
bright_0002_top_20250711_t0.JPG,4,206,299,233,371,27,72,1944
bright_0002_top_20250711_t0.JPG,5,380,374,404,449,24,75,1800
bright_0002_top_20250711_t0.JPG,6,94,0,135,27,41,27,1107
bright_0002_top_20250711_t0.JPG,7,420,374,449,451,29,77,2233
bright_0002_top_20250711_t0.JPG,8,356,377,383,449,27,72,1944
bright_0002_top_20250711_t0.JPG,9,211,98,239,152,28,54,1512
bright_0002_top_20250711_t0.JPG,10,266,149,293,205,27,56,1512
bright_0002_top_20250711_t0.JPG,11,231,113,257,161,26,48,1248
bright_0002_top_20250711_t0.JPG,12,247,133,276,195,29,62,1798
